,Date,Temperature,CO2
1,01/01/2004,22.704866018236956,3.110860238373392
2,02/01/2004,17.09666265339716,1.5017977041861936
3,03/01/2004,24.038289300375734,0.0
4,04/01/2004,31.769405363259022,1.7098805617177109
5,05/01/2004,16.24975923265203,1.895848337711923
6,06/01/2004,16.24990423633783,3.534274642374138
7,07/01/2004,32.26561977524788,4.181948609243271
8,08/01/2004,25.095901550307072,0.6863614130921565
9,09/01/2004,14.171376764393735,2.97146505667295
10,10/01/2004,23.109782241916296,2.916451047043006
11,11/01/2004,14.224870180627967,3.390041902972252
12,12/01/2004,14.204449791816078,2.5063596351013704
13,13/01/2004,20.454867850094715,0.0
14,14/01/2004,1.4195159386739498,1.5006095761939673
15,15/01/2004,3.0831546127763243,0.0
16,16/01/2004,13.351640316390338,1.428061415676628
17,17/01/2004,9.372387056796411,3.246418913394753
18,18/01/2004,21.09329789417204,2.2087778222246404
19,19/01/2004,10.298055034203905,3.504865554355365
20,20/01/2004,5.844198882577352,2.265057993410724
21,21/01/2004,31.26260894237236,0.0
22,22/01/2004,16.323746524052062,0.0
23,23/01/2004,18.914245937075485,1.9683893757833046
24,24/01/2004,5.73428774857315,1.4106549438677751
25,25/01/2004,13.509777628597542,0.23745177004120577
26,26/01/2004,19.297510179337944,0.0
27,27/01/2004,8.152120208951242,0.6098575298286317
28,28/01/2004,21.636037478999103,1.4405377827016177
29,29/01/2004,13.012918416549084,2.763424424174471
30,30/01/2004,15.741555965350804,2.0296193783972947
31,31/01/2004,13.003486402822947,4.212116037907844
32,01/02/2004,34.67736478985234,0.14725991550572282
33,02/02/2004,18.198619945436498,3.0942825312496685
34,03/02/2004,8.97600338099373,1.8123096014598694
35,04/02/2004,25.58264107890517,2.8076933518622536
36,05/02/2004,7.5351962655925355,1.0684074765401657
37,06/02/2004,20.16253649925902,3.387378309286693
38,07/02/2004,1.0097951441594546,2.1935156839364782
39,08/02/2004,6.587135746547391,0.694882980090167
40,09/02/2004,20.056530271099458,1.7210960936236601
41,10/02/2004,24.840051496642744,1.3712477024154945
42,11/02/2004,19.831373538190437,2.4917348483736586
43,12/02/2004,17.296409954746302,0.0
44,13/02/2004,15.658446232526714,1.6944534098609505
45,14/02/2004,5.259351272524,2.347400525528558
46,15/02/2004,11.96008144952976,1.790359976673864
47,16/02/2004,14.249413940785725,3.8106139185476318
48,17/02/2004,27.654455128143702,2.929705936956169
49,18/02/2004,21.35270559319024,1.7280816765473628
50,19/02/2004,2.746453835178313,2.0727608225304723
51,20/02/2004,21.180176211435278,2.1941934386476927
52,21/02/2004,14.916737629818563,2.359689405374825
53,22/02/2004,12.339175370345737,0.0
54,23/02/2004,23.72022493749205,1.2759631981509671
55,24/02/2004,27.423736378628846,0.0
56,25/02/2004,26.543003040528085,3.7050432191947573
57,26/02/2004,10.905762485664962,1.6460229950338985
58,27/02/2004,15.586829427846475,1.4423068225916056
59,28/02/2004,21.24358605271432,3.1184816417876617
60,29/02/2004,26.93395672597942,2.3889421620629783
61,01/03/2004,14.085706547138809,0.0042181433808188284
62,02/03/2004,16.678067381663872,1.6305613326851682
63,03/03/2004,8.546550174721775,1.2242379653065751
64,04/03/2004,7.752793336151123,0.0
65,05/03/2004,25.494151316380954,0.6782290692991388
66,06/03/2004,30.29629825618082,1.4573760716739228
67,07/03/2004,17.681827253028388,1.5628377467567727
68,08/03/2004,27.181147963998512,0.0
69,09/03/2004,21.51184032299961,3.5103619671821376
